Volume,Centroid_1,Centroid_2,Centroid_3,EquivDiameter,Extent,PrincipalAxisLength_1,PrincipalAxisLength_2,PrincipalAxisLength_3,Solidity,SurfaceArea,rapportoSurfaceVolume,rapportoAssiYZ,rapportoAssiXZ,rapportoAssiXY,rapportoVolumeY,rapportoVolumeX,rapportoVolumeZ,rapportoSurfaceYDim,rapportoSurfaceXDim,rapportoSurfaceZDim,distCentroidPelle,rappFineBinDistCP,rappDimXCentX,rappDimYCentY,rappDimZCentZ,isVena
5085,72.7960668633235,372.167158308751,207.9331366765,21.335235695742,0.0846653346653347,55.6831649359285,37.3905441086261,15.6565528446539,0.242096743477433,3401.65783025709,0.668959258654294,1.48923120172199,0.418730275739471,0.281172107631975,91.3202402530643,324.78413674159,135.996951133612,61.0895202198219,217.267355337329,90.9764196095855,26,2.79943099947276,0.214473326639094,0.14968592724712,0.179762231291472,0
6243,12.9011693096268,29.1055582252122,219.571680281916,22.8453721739322,0.138733333333333,87.0850599401774,26.1912699327188,14.837886756955,0.261465008166855,4142.33604559189,0.66351690622968,3.32496515685894,0.566520325095771,0.170383838136504,71.6885307800052,420.747246711107,238.361866989927,47.5665521553002,279.17291144241,158.157128548287,17,5.33633536731518,1.14137590438115,3.00293310138543,0.119051226966904,0
267900,531.785916386712,366.870451661068,123.694632325495,79.9818349930012,0.0197073049587375,577.656642144857,164.086080337973,26.1115509306119,0.12254582431622,157595.428719253,0.588262145275302,3.52044878490023,0.159133248090449,0.0452025459858972,463.770309998131,10259.8271819208,1632.67962430572,272.818517474493,6035.46794819056,960.443618341359,64,1.22737818250141,0.0490818626515261,1.57399630012223,1.32327484143526,0
21298,279.554042633111,243.219926753686,123.744342191755,34.3911527792446,0.0282223547339826,307.279507412786,24.0076215407349,16.2490922218315,0.198595712540679,13513.4602635239,0.634494331088547,12.7992482258773,0.676830572085657,0.052880494240064,69.3114883557439,1310.71937491899,887.134944370173,43.9777464410294,831.644013034022,562.882093113428,52,1.7492360184317,0.0580324722208269,1.26452472186332,0.193609851134959,1
68780,108.135678976447,173.640229717941,137.169322477464,50.8340271321894,0.0118674599011678,494.907798776795,29.4297386550423,23.1430419269872,0.19119417132977,31764.5750270631,0.46182865697969,16.8165883013032,0.786382855731615,0.0467623302445166,138.97538121241,2971.95157909623,2337.09176986578,64.182813658568,1372.53240638268,1079.3359533154,57,1.77190604044195,0.214287425249882,2.84429769411951,0.214815610620747,1
15161,436.978893212849,327.500362772904,118.125915177099,30.7074020449396,0.0779357637817943,83.5829504585033,50.9736760896232,26.3951594443006,0.214933794550455,10592.6519750603,0.698677658139986,1.63972773538141,0.517819421104572,0.315795976326597,181.388667387699,574.38561915085,297.428028799484,126.732209343571,401.310399257602,207.806318626816,64,1.26525367756097,0.0604008225270037,0.254826068471047,0.431980305844264,0
23488,20.5779547002725,235.43818119891,125.648203337875,35.5316851650222,0.0613193262392832,129.713489412982,58.4287740060717,19.3137530223479,0.258175143168053,12955.3441566825,0.551572894954124,2.22002757407683,0.330552084155333,0.148895485810706,181.076001472898,1216.12821562034,401.99371627341,99.8766143391239,670.783360525106,221.728837838292,82,1.12096185793128,0.919702524873711,0.551972295374393,0.463720428619617,0
5909,641.381282788966,37.057708580132,117.046031477407,22.4304742434603,0.125079378519114,99.7520417998347,24.8129176915889,15.404160624806,0.296012423604849,4426.31371626634,0.74907999936814,4.02016574752306,0.620812143749934,0.154424514494815,59.2368827081973,383.597661951439,238.142086853536,44.373164061627,287.345336372204,178.387474269774,80,1.31669910863171,0.0240314518327706,2.69600112972526,0.21207621958623,0
6690,154.080418535127,299.397010463378,131.210762331839,23.3780974782357,0.0302728630254763,127.975715912489,47.8095528679836,15.4186620198549,0.123011859887837,5946.42200048752,0.888852316963755,2.67678127561385,0.322501698822209,0.120481154646545,52.2755426863538,433.889788321785,139.930193835384,46.4652372373033,385.663943656732,124.377277003769,71,1.18525498532364,0.10012118194711,0.428012427800966,0.36495841883957,0
5022,22.1131023496615,113.294105933891,133.295898048586,21.2467591757963,0.0815683471933472,83.6219591829828,28.9239196392512,20.9345298470225,0.196302231950905,4005.07839216671,0.797506649176964,2.89110052254133,0.723779145707944,0.250347277815068,60.0559954474492,239.890746852109,173.62791981986,47.8950556922822,191.314465690585,138.469420539103,73,1.46361018662068,0.951569538501023,0.740017337902503,0.21747307999437,0
9048,267.062113174182,414.181034482759,151.700044208665,25.8534193049064,0.144257904051275,115.63879813986,16.9798066485233,14.5074196462637,0.406450743452675,4757.18730182825,0.525772248212672,6.81037190431831,0.854392511443904,0.125454604160773,78.2436357480714,623.680862663281,532.868258590381,41.1383322755969,327.914089329692,280.167342320236,55,1.40876480504948,0.0543349050421863,0.279320768453769,0.111709254266601,1
45767,462.002993423209,587.909672908428,162.67920117115,44.3797251000058,0.0390770150273224,239.571724051931,82.8259452688492,23.0647820077762,0.142819250188795,30082.8105878906,0.65730352847883,2.89247195760087,0.278472910063495,0.0962750595841457,191.036735161948,1984.2806224906,552.568399327559,125.569120091024,1304.27465465524,363.205158603903,74,1.23454558958492,0.0499237705796021,0.407434904850223,0.508134633551222,0
15035,277.441636182241,566.587562354506,179.395078150981,30.622097624649,0.0701501451060534,224.563706385182,18.8363809278172,14.0139592000152,0.28266591464561,9007.50267506629,0.599102273034007,11.9218074451632,0.743983637500111,0.0624052720967199,66.9520477819835,1072.85883920539,798.189421716174,40.1111240104677,642.752169212576,478.197096861859,72,1.24096437606907,0.0505919104693689,0.396055919550585,0.105231178367694,1
34924,164.511768411408,565.051769556752,179.935603023709,40.5547553424594,0.0707324384098771,125.128408185281,93.4699393672996,19.1676052787775,0.194016832865754,23220.1279794118,0.664875958636233,1.33870214351564,0.205067055874043,0.153183482126581,279.105284775038,1822.03251225484,373.638842994886,185.570393775242,1211.42561325182,248.423483919958,76,1.17206293471256,0.116167304719864,0.221466209177488,0.519277440929442,0
5392,163.273367952522,361.231639465875,187.080860534125,21.7562356281013,0.0940519797662655,56.841694177579,36.4718203654624,16.6201613863418,0.254303636277885,3701.89491980965,0.68655321213087,1.55850992925503,0.455698707105954,0.292393842703189,94.8599452921806,324.425249229593,147.840166626453,65.1264001429051,222.735196954935,101.500141279354,25,3.14944751446933,0.101964180284306,0.157456216558391,0.195036472542579,0
199603,587.550337419778,481.998146320446,96.8205287495679,72.5085934655036,0.0295782641554169,469.787486704505,136.842446273821,35.3768720418164,0.133759220937962,113969.463093967,0.570980712183521,3.43305384766698,0.25852265145149,0.075303989661326,424.879345765865,5642.18904837217,1458.63367277573,242.597911437462,3221.58112111361,832.851693296352,56,1.52938165123221,0.060164748370436,0.974662835486524,1.41074686880228,0
82094,217.637147659999,168.601213243355,113.736740809316,53.9226132912486,0.0142781311917006,515.687074464734,58.9520594326721,20.6561732878966,0.148796221278509,41348.3321542583,0.503670574637102,8.74756674198446,0.350389341554515,0.0400556351142542,159.193441265153,3974.30825428361,1392.55525235311,80.1810520404772,2001.74212222,701.389104166604,70,1.44863877274142,0.0947530884765899,3.05140280748363,0.517123328356773,1
6932,327.193739180612,199.812752452395,92.0517888055395,23.656653597212,0.100896599906847,142.955020420597,26.6447297981843,12.7130451436738,0.220014599930174,4940.85824230052,0.712760854342256,5.3652268761359,0.477131696960956,0.0889303859792397,48.4907768863584,545.266686435819,260.1640193954,34.5623275612406,388.644749268365,185.43472873338,76,1.36570035583989,0.0388778138950269,0.714775102102987,0.289616628241134,1
7504,67.5269189765458,350.842217484009,113.29117803838,24.2902173561711,0.0819115608387639,99.7931586591199,22.664913515895,13.5612644708802,0.342867586585032,4301.86170029221,0.573275812938728,4.40297990059103,0.598337357932983,0.135893729120286,75.1955354538146,553.340731324367,331.084431217326,43.1077817166485,317.216857582087,189.802696457469,82,1.15469876985394,0.199430359865885,0.284310993330826,0.200574455892876,0
315148,84.8666880322896,60.7031712084481,168.780868036605,84.4316567037174,0.0561511913606973,277.856206766106,151.835498699762,51.421807510136,0.191863569312106,142799.17116141,0.453117808653108,1.82998184973553,0.338667886959802,0.185066254623644,1134.21256148251,6128.68382617394,2075.58840125504,513.931910405784,2777.01578524368,940.486068042491,69,1.32223785223558,0.604962441295717,4.55501978305092,0.898434903548885,0
21154,332.677035076109,560.375153635246,132.911600642904,34.3134689696004,0.0548964042517854,245.885992199278,21.111662990646,17.7070679757454,0.249122641731634,11918.5363286968,0.563417619773886,11.6469267394152,0.838733925583733,0.0720133254333362,86.0317410145747,1194.66418884121,1002.00538486109,48.4717987474351,673.094853706015,564.547488939055,59,1.44943956582529,0.0531743783055416,0.439082128927282,0.158734308200346,1
15107,13.9089825908519,256.698020785067,142.260210498444,30.6709011033977,0.0461987767584098,95.9037867956377,58.9366189197053,33.6804981385682,0.138237420275798,10239.5357629474,0.677800738925494,1.62723597915069,0.571469805291244,0.351190492720984,157.522455627239,448.538496605567,256.326207320811,106.768836821501,304.019724435784,173.738092728015,75,1.38002444565711,2.40574986704059,0.373166485586139,0.415046612110601,0
7290,492.777640603567,589.187242798354,130.310150891632,24.0570831162956,0.0976753533864809,68.7696260049717,51.683980232185,16.7469417096416,0.195112812140353,5723.03814036063,0.785053242847824,1.33057914069371,0.324025774222644,0.243522361288265,106.006102163082,435.303360242962,141.049508324444,83.2204342647856,341.736314581292,110.731373912196,64,1.32542929045839,0.03396945580049,0.116756580653602,0.397569078709116,0
6503,34.3292326618484,303.566353990466,135.610948792865,23.1582129903358,0.0576016865079365,58.8123366650494,46.8650144581705,33.7296525429815,0.13922370421118,5337.23301654197,0.820733971481158,1.25493051362531,0.719719239030365,0.573513219430136,110.572039282101,192.797716837233,138.760226048885,90.7502289347694,158.235635832322,113.885231408725,69,1.47384609536589,0.992048604205338,0.19346163376661,0.344595694545371,0
16128,71.2931547619048,191.445746527778,141.217013888889,31.3468542168262,0.0218484480665857,159.954347272629,66.3793738618446,26.1171767786242,0.106320001582143,12128.5889393858,0.752020643563106,2.40969954922356,0.393453195762014,0.163278943173139,100.828769427011,617.524632800283,242.967040237035,75.825316074177,464.39127177454,182.716229963678,72,1.43708766388489,0.367847560262313,0.837457315563504,0.470775701147834,0
8614,80.648014859531,432.867076851637,155.132226607848,25.4332629689417,0.0596033821840273,124.005987222808,24.3280604696693,13.5852014947353,0.271880819366853,5476.86690617495,0.635809949637212,5.09724099779392,0.558416956899318,0.109552786917668,69.4643879131641,634.072303111455,354.07672595764,44.1661489806487,403.149479107645,225.125505298836,47,1.79117938069526,0.167718536972041,0.286387961253598,0.156955228836576,1
202370,333.147032662944,331.450417552009,156.033137322726,72.8421076040807,0.0320307059195948,903.961216419833,61.6276784376035,30.2935246026958,0.158024648940399,79252.7392996736,0.391622964370577,14.6681043215845,0.49155712775011,0.0335119738020114,223.870223992012,6680.30553242363,3283.75180001133,87.6727207540569,2616.1610555089,1285.99261417765,55,1.67999780333311,0.0909715453534408,2.73100065383635,0.395049220753869,1
17953,637.516459644628,46.2302679217958,121.57527989751,32.4872389569111,0.133198302469136,117.785909160977,40.7165286949597,26.7619023993622,0.258052924350663,11529.96983167,0.642230815555617,2.89282787448327,0.657273673791231,0.227208013165538,152.420608949613,670.841696232621,440.926586215155,97.8892119931939,430.83520968019,283.176641065113,78,1.23427309326171,0.0419465554848938,2.56056324262994,0.333742038483276,0
7874,558.377063754128,308.543942087884,142.526924053848,24.6830560484558,0.0637984119267542,138.714196766305,23.6653809161586,14.5388172059513,0.232944796165907,5297.51423840973,0.672785653849343,5.86148168321229,0.614349596039007,0.104811313801176,56.76419705811,541.584634324785,332.722301318365,38.1901374329735,364.370372318958,223.850791042734,55,1.695044230912,0.0260552279676546,0.448913258143383,0.165492174238871,1
14579,627.772069414912,453.053775979148,163.052129775705,30.3093324424764,0.0348680638765519,175.42120826698,23.6858512769224,18.4494035925126,0.262023723939612,9145.48916631642,0.627305656513919,7.40616016777476,0.778920857722696,0.105172024379366,83.1085371263188,790.215246086146,615.515137266972,52.1344554439368,495.706493733377,386.116127277513,49,1.82400227343404,0.0293780311982685,0.387243285357572,0.145311971024064,1
30890,242.510715441891,485.53302039495,168.826060213661,38.9289863334085,0.0953542213304522,218.521754500699,48.0419596650878,23.0830772762935,0.187599827522334,20854.593606554,0.675124428829847,4.54856038396574,0.480477429255826,0.105632857145213,141.358923602736,1338.20979023989,642.979599819443,95.4348625572988,903.458120290218,434.091235077345,63,1.41202010328871,0.0949920875567634,0.449633239713372,0.284271950680993,0
7212,571.090959511925,191.900859678314,166.38227953411,23.9709749785083,0.148541769649036,150.964683898163,15.7900749671181,12.1727595315299,0.300312304809494,4716.96046210561,0.654043325305825,9.56073256222902,0.77091207970063,0.0806331601352624,47.7727625678668,592.470423926432,456.742606670239,31.2454564889332,387.501326210195,298.729453275454,27,3.68855343297709,0.0213183179186162,0.786274395302932,0.0951209335368559,1
21253,42.795558274126,412.325177621983,181.780642732791,34.3669143042843,0.0633472429210134,272.027058601416,20.672664667695,18.4658231613828,0.25823815309842,12329.2900102825,0.580119983545028,13.1587805913821,0.893248328564007,0.0678823027985593,78.1282572008421,1150.93704809467,1028.07259449295,45.3237632817542,667.681581402041,596.405456600346,53,1.70325260442013,0.429437747939134,0.660259850974312,0.11358606960272,1
8173,15.2203597210327,145.969289122721,201.40927444023,24.9916132928034,0.064359398377825,87.1725429792086,41.325556044281,28.0170034689079,0.160733952171177,5718.75872789753,0.699713535776034,2.10941004364955,0.677958293867533,0.321397110964059,93.7565857399541,291.71570789396,197.771083618149,65.6027521103922,204.117429411892,138.383104192713,67,1.55322310193863,1.86780023126053,0.59707221218636,0.205599781314831,0
7816,57.1850051177073,42.5436284544524,212.167988741044,24.6223013786126,0.0451311899482631,81.8835871677439,58.3302766609237,24.3325635907349,0.11332299082223,6292.35261994852,0.805060468263628,1.4037921960106,0.41715152033619,0.297160449760073,95.4525842155451,321.215640549116,133.995592810827,76.8451021455401,258.598013994072,107.874554693547,67,1.42932984574924,0.426887080539209,1.9042694690173,0.275142814438319,0
45818,103.761622069929,152.548343445807,232.51575799904,44.3962036819566,0.0169549604490337,469.21535878956,42.3808018982732,22.8873874992235,0.133711157285271,20479.5242580769,0.446975517440239,11.0714129457913,0.540041397851796,0.0487780015519235,97.6481249850755,2001.88859482344,1081.10271509202,43.6463211922732,894.795190528919,483.226445484301,20,5.18104884420054,0.22007103364638,3.06676705091216,0.181891853640657,1
13969,638.666976877371,56.6905290285632,110.213687450784,29.8805714137747,0.0680750487329435,154.062273742145,40.3804562347245,22.2882558833735,0.183075148751016,10242.1128658834,0.733203011374003,3.81526827846143,0.551956514651933,0.144670433208571,90.6711270754061,626.742625044096,345.934674903143,66.4803434163627,459.529580038779,253.640345377671,74,1.30959116705534,0.0348798996609913,2.70284690775692,0.367095056679314,0
160405,329.012462205044,319.453820018079,150.763804120819,67.4123954519933,0.0180749229529717,921.502256555171,61.9685671229789,25.5899956907969,0.122223111182228,75318.376038506,0.469551298516293,14.8704786852085,0.412951224771949,0.0277698676359831,174.069025722887,6268.2699105607,2588.4897367672,81.7343370596474,2943.27427595439,1215.42871709514,51,1.75015380365901,0.0777811419173157,2.88872180738298,0.410387861741582,1
21722,610.666881502624,428.784642298131,150.858852775987,34.6178742238724,0.0183400878081729,309.716499085859,22.2170290918878,17.7049325914545,0.222597966879816,13859.6455385697,0.638046475396819,13.9405002264208,0.796908196781322,0.0571649642292592,70.1351076358972,1226.88973187531,977.71848387827,44.7494582286608,782.812669123588,623.829832568852,49,1.81019169762711,0.0289769764180925,0.721949881319019,0.147132642992635,1
14282,573.50917238482,281.562736311441,161.301638425991,30.102100553864,0.0283697241291635,335.530652916507,31.4521853891563,11.7757775376547,0.182996988916651,9655.73293186181,0.676077085272497,10.667959913278,0.374402522176236,0.0350959813516203,42.5654105693703,1212.82861826587,454.086093646261,28.777498711167,819.965637172259,306.997202655138,22,4.13067047651376,0.0205152918774472,1.18982501034222,0.195355188752524,1
25599,240.478338997617,473.997890542599,166.323372006719,36.5657758494544,0.0597528097755681,173.766222313268,54.9447140443844,23.5755650354584,0.159389067724321,17641.2171514875,0.689136964392651,3.16256486789429,0.429077945813205,0.13567403792065,147.318619575269,1085.82763388696,465.904690655431,101.522706292617,748.283959470517,321.072144214581,62,1.40998626964854,0.0982315209810766,0.366595405724195,0.330992253279424,0
5010,52.7129740518962,342.731936127745,175.730538922156,21.2298227324485,0.169830508474576,55.9330039780304,16.8673374453588,15.6659831874977,0.480575539568345,2777.84504085008,0.554460087994028,3.31605412882878,0.9287762955029,0.280084781315358,89.5714451876722,319.801185794598,297.023760639742,49.6637913805089,177.316993616267,164.687820460628,55,1.62300559897394,0.295584588443353,0.163069982443237,0.0958371445759023,1
11019,33.6998820219621,440.965332607315,179.686178419094,27.6088205263641,0.0986305048335124,181.857037954506,18.2168839915273,13.6127427879989,0.319604373930446,6626.96571792807,0.601412625277074,9.98288390259761,0.747259673736199,0.0748540883603542,60.5915510553765,809.46214672582,604.87841966414,36.4405237898238,486.820754724791,363.781518343658,52,1.70069068738379,0.40037478788232,0.412374235724503,0.101204911064041,1
26362,94.2972839693498,115.003603671952,226.800432440634,36.9255164169522,0.0308417665984206,293.761586824139,37.2483477199362,14.4613585666228,0.219288613828442,12275.0261267931,0.465633340671916,7.88656691654838,0.388241612093917,0.0492282150398381,89.7394389954111,1822.92693169535,707.736090690821,41.7856747694569,848.815557006114,329.545520222449,22,4.51741578617132,0.153844240070455,2.55444858107947,0.164089637532759,1
96435,326.155794058174,326.112386581635,142.806989163685,56.8956007611869,0.014495509375822,954.626870535404,57.29716107206,22.6878212888446,0.104100435573451,50658.1794124989,0.525309062192139,16.6609802767508,0.395967633724666,0.0237661666449009,101.01852668982,4250.51831871648,1683.06768076551,53.0659475194609,2232.83579183546,884.130704988829,50,1.71942091206531,0.0695945438308118,2.92830328385093,0.400679448056364,1
5381,202.170414421111,22.1538747444713,139.995725701542,21.7414308853971,0.0772965596495008,69.4082714987734,32.9999349992086,16.2790899202109,0.256739348251348,3684.99153440309,0.684815375283979,2.103285097393,0.4933067268345,0.234541065044367,77.5267829583553,330.546733654893,163.060927245131,53.0915329661857,226.363485456769,111.666630085528,75,1.17655789611112,0.0805895540604499,3.15492143176243,0.235713821422919,0
8805,239.736172629188,452.185689948893,157.324929017604,25.6198694656058,0.063804347826087,108.023226660603,44.1840559759699,13.0682556777098,0.196023865710851,7304.80516627313,0.829620121098595,2.44484632011495,0.295768584143048,0.120976350010066,81.510248047527,673.770104989486,199.280029990653,67.6225418559659,558.973236093991,165.326722613377,60,1.4244552493934,0.0544510653237909,0.238989439514609,0.281427108127197,0
7781,34.7023518827914,425.642462408431,170.293149980722,24.5854935439436,0.0813844029788302,197.310457082868,18.3989406095325,13.5442908106435,0.247267064954875,5336.64009967431,0.685855301333288,10.7240118477605,0.73614514542355,0.0686445665926115,39.4353148588171,574.485597568937,422.90478376612,27.0469197556671,394.013992632277,290.051487905201,53,1.6319265030169,0.386979737446958,0.463170087048985,0.108229062409014,1
14055,90.985770188545,98.4753468516542,219.328139452152,29.9417658109237,0.0585683568356836,231.468331204181,23.9751367061641,13.2050448780487,0.23171274543746,7884.42785043994,0.560969608711486,9.65451559426022,0.550780795950735,0.0570490347830795,60.7210495141208,1064.36593966933,586.232319433926,34.0626633864871,597.076944702138,328.858514846876,24,4.06315671981394,0.145110383275261,2.36192174698144,0.109475510073808,1
149178,348.438415852203,331.732507474292,153.236837871536,65.8014382102929,0.0208337523043405,888.550738489256,56.7493561216195,25.6886638375962,0.126237919102732,71195.9803736493,0.477255227806039,15.6574593830634,0.452668815881239,0.0289107450197757,167.889118243982,5807.15295054283,2628.71704976347,80.1259593736866,2771.49410431583,1254.56895442248,54,1.69819317275805,0.0738179995333225,2.67635764605197,0.37091082432431,1
9818,585.197901812997,224.490425748625,160.225504176003,26.5669359354773,0.0613870548219288,235.417179592193,21.5138450111112,12.0300075146339,0.204883138564274,6841.84369138875,0.696867354999873,10.9425897356148,0.559175150161249,0.0511008055379528,41.7046878949424,816.125840990278,456.357289686214,29.0626355444437,568.731456157942,318.020497398543,24,3.91093052300609,0.0205641154096307,1.05096955175086,0.134461531319445,1
17944,260.965670976371,449.978209986625,162.221076683014,32.4818093347002,0.101610455502956,118.530435501165,39.5387587189489,17.7883002305876,0.296702933298059,10826.7409360566,0.603362736070923,2.99782894915108,0.449895262444407,0.150073693354588,151.387278078664,1008.75293127472,453.833164757404,91.3414423078724,608.643928633478,273.826020007753,63,1.42466977399087,0.0681544070137456,0.263400967780366,0.244066411845364,0
16288,63.2507367387033,400.425896365422,180.187622789784,31.4501735341309,0.0664968319289307,238.727500222907,19.1871530678515,15.7886603760429,0.289945884363429,10511.8224943011,0.645372206182534,12.4420490824614,0.822876657115805,0.0661367473847818,68.2284193684908,1031.62647191492,848.901342601521,44.03272553219,665.783052136036,547.857332306059,52,1.73757289122236,0.250613656762585,0.596818750557268,0.106595294821397,1
45948,120.831374597371,133.889897275181,221.532079742317,44.4381526724802,0.0282114569902376,387.244226966172,45.0051098991845,19.6673784348664,0.187721384010099,19254.5180424263,0.419050188091457,8.60445020206892,0.437003230942511,0.0507880481239155,118.653802433609,2336.25443025712,1020.95073432612,49.7218982275706,979.007858428746,427.829597251471,20,4.91821468259979,0.162540317643524,2.88988229079233,0.202725720266597,1
14794,33.2537515208868,68.5577261051778,245.160808435852,30.4575989645702,0.026974298383803,255.98826303853,51.6079525942552,11.9275557849964,0.136744710547478,9016.4966025442,0.60946982577695,4.96024837588742,0.231118561876917,0.0465941510107482,57.7917121058527,1240.3211744865,286.661246112809,35.2223047085057,755.93833012175,174.711379725377,25,3.85554914409286,0.36144108439383,3.70997482664536,0.210644704466348,1
31450,385.635898251192,139.572146263911,113.872050874404,39.1628247455729,0.0474028655748182,164.168799717437,105.133603050207,20.2106261092209,0.153533716394667,18563.0699209933,0.590240697010916,1.56152547762524,0.19223754844176,0.123108813270286,191.571114938593,1556.1121080584,299.143176753687,113.073068408513,918.480695287518,176.566477153155,63,1.2481044460544,0.0523591349979817,1.17263428369598,0.922224588159711,1
51018,352.918401348544,453.703143988396,122.454917872124,46.0159369227946,0.037975927290592,537.940598423348,35.8754198108045,21.7008707798511,0.155314446453687,28717.1139586305,0.562882001619634,14.9946844179183,0.604895242879234,0.0403406451259753,94.8394676838463,2350.96556804391,1422.08788828264,53.383429402424,1323.31620467939,800.467677035569,46,1.79802493064662,0.0614755546171418,1.18489118595451,0.294060818121348,1
146636,133.300001363922,379.531240623039,130.894998499686,65.4255417776116,0.0181131519844102,708.322381985433,62.3297667848325,28.4703342404227,0.116902260698196,61829.4751681559,0.421652767179655,11.3641108979377,0.456769465201187,0.0401940344742744,207.01873007172,5150.48396557999,2352.58380648526,87.2900203927587,2171.71581640125,991.973472026558,58,1.56434585416521,0.214062663461825,1.86400626838272,0.475799746449103,1
5777,325.675090877618,608.911372684785,128.183832438982,22.2621915426774,0.0645157687840615,85.4500609360984,25.9291708241716,11.2701775937287,0.284665418350251,4011.26547809428,0.694350956914363,3.29551845354192,0.434652448786462,0.13189197842886,67.6067393833713,512.591745068385,222.799257221699,46.9428041847038,355.918568694636,154.700877451696,57,1.34867724758476,0.0345710969132782,0.140312086922986,0.202571647063841,0
